timestamp,regiao,consumo,capacidade_disponivel,prioridade,custo
2026-01-01T10:00,Sudeste,1576,1660,4,75
2026-01-01T10:00,Sul,1013,1060,2,55
2026-01-01T11:00,Norte,936,967,3,65
2026-01-01T11:00,Nordeste,1162,1167,5,90
2026-01-01T11:00,Sudeste,1621,1667,4,75
2026-01-01T11:00,Sul,1049,1067,2,55
2026-01-01T12:00,Norte,964,970,3,65
2026-01-01T12:00,Nordeste,1146,1170,5,90
2026-01-01T12:00,Sudeste,1665,1670,4,75
2026-01-01T12:00,Sul,1067,1070,2,55
2026-01-01T13:00,Norte,935,967,3,65
2026-01-01T13:00,Nordeste,1144,1167,5,90
2026-01-01T13:00,Sudeste,1654,1667,4,75
2026-01-01T13:00,Sul,1048,1067,2,55
2026-01-01T14:00,Norte,915,960,3,65
2026-01-01T14:00,Nordeste,1120,1160,5,90
2026-01-01T14:00,Sudeste,1615,1660,4,75
2026-01-01T14:00,Sul,1069,1060,2,55
2026-01-01T15:00,Norte,932,949,3,65
2026-01-01T15:00,Nordeste,1163,1149,5,90
2026-01-01T15:00,Sudeste,1665,1649,4,75
2026-01-01T15:00,Sul,1057,1049,2,55
2026-01-01T16:00,Norte,919,934,3,65
2026-01-01T16:00,Nordeste,1094,1134,5,90
2026-01-01T16:00,Sudeste,1601,1634,4,75
2026-01-01T16:00,Sul,984,1034,2,55
2026-01-01T17:00,Norte,901,918,3,65
2026-01-01T17:00,Nordeste,1074,1118,5,90
2026-01-01T17:00,Sudeste,1605,1618,4,75
2026-01-01T17:00,Sul,984,1018,2,55
2026-01-01T18:00,Norte,841,900,3,65
2026-01-01T18:00,Nordeste,1063,1100,5,90
2026-01-01T18:00,Sudeste,1573,1600,4,75
2026-01-01T18:00,Sul,959,1000,2,55
2026-01-01T19:00,Norte,810,900,3,65
2026-01-01T19:00,Nordeste,1026,1100,5,90
2026-01-01T19:00,Sudeste,1497,1600,4,75
2026-01-01T19:00,Sul,892,1000,2,55
2026-01-01T20:00,Norte,781,900,3,65
2026-01-01T20:00,Nordeste,987,1100,5,90
2026-01-01T20:00,Sudeste,1482,1600,4,75
2026-01-01T20:00,Sul,867,1000,2,55
2026-01-01T21:00,Norte,763,900,3,65
2026-01-01T21:00,Nordeste,943,1100,5,90
2026-01-01T21:00,Sudeste,1458,1600,4,75
2026-01-01T21:00,Sul,879,1000,2,55
2026-01-01T22:00,Norte,697,900,3,65
2026-01-01T22:00,Nordeste,899,1100,5,90
2026-01-01T22:00,Sudeste,1439,1600,4,75
2026-01-01T22:00,Sul,804,1000,2,55
2026-01-01T23:00,Norte,709,900,3,65
2026-01-01T23:00,Nordeste,914,1100,5,90
2026-01-01T23:00,Sudeste,1375,1600,4,75
2026-01-01T23:00,Sul,814,1000,2,55
2026-01-02T00:00,Norte,696,900,3,65
2026-01-02T00:00,Nordeste,901,1100,5,90
2026-01-02T00:00,Sudeste,1379,1600,4,75
2026-01-02T00:00,Sul,812,1000,2,55
2026-01-02T01:00,Norte,664,900,3,65
2026-01-02T01:00,Nordeste,892,1100,5,90
2026-01-02T01:00,Sudeste,1379,1600,4,75
2026-01-02T01:00,Sul,811,1000,2,55
2026-01-02T02:00,Norte,697,900,3,65
2026-01-02T02:00,Nordeste,877,1100,5,90
2026-01-02T02:00,Sudeste,1392,1600,4,75
2026-01-02T02:00,Sul,808,1000,2,55
2026-01-02T03:00,Norte,693,900,3,65
2026-01-02T03:00,Nordeste,915,1100,5,90
2026-01-02T03:00,Sudeste,1374,1600,4,75
2026-01-02T03:00,Sul,819,1000,2,55
2026-01-02T04:00,Norte,699,900,3,65
2026-01-02T04:00,Nordeste,952,1100,5,90
2026-01-02T04:00,Sudeste,1415,1600,4,75
2026-01-02T04:00,Sul,840,1000,2,55
2026-01-02T05:00,Norte,767,900,3,65
2026-01-02T05:00,Nordeste,958,1100,5,90
2026-01-02T05:00,Sudeste,1433,1600,4,75
2026-01-02T05:00,Sul,877,1000,2,55
2026-01-02T06:00,Norte,778,900,3,65
2026-01-02T06:00,Nordeste,1006,1100,5,90
2026-01-02T06:00,Sudeste,1478,1600,4,75
2026-01-02T06:00,Sul,866,1000,2,55
2026-01-02T07:00,Norte,792,918,3,65
2026-01-02T07:00,Nordeste,992,1118,5,90
2026-01-02T07:00,Sudeste,1492,1618,4,75
2026-01-02T07:00,Sul,906,1018,2,55
2026-01-02T08:00,Norte,837,934,3,65
2026-01-02T08:00,Nordeste,1023,1134,5,90
2026-01-02T08:00,Sudeste,1587,1634,4,75
2026-01-02T08:00,Sul,980,1034,2,55
2026-01-02T09:00,Norte,880,949,3,65
2026-01-02T09:00,Nordeste,1090,1149,5,90
2026-01-02T09:00,Sudeste,1553,1649,4,75
2026-01-02T09:00,Sul,964,1049,2,55
2026-01-02T10:00,Norte,943,960,3,65
2026-01-02T10:00,Nordeste,1113,1160,5,90
2026-01-02T10:00,Sudeste,1628,1660,4,75
2026-01-02T10:00,Sul,1001,1060,2,55
2026-01-02T11:00,Norte,958,967,3,65
2026-01-02T11:00,Nordeste,1122,1167,5,90
2026-01-02T11:00,Sudeste,1627,1667,4,75
2026-01-02T11:00,Sul,1053,1067,2,55
2026-01-02T12:00,Norte,962,970,3,65
2026-01-02T12:00,Nordeste,1172,1170,5,90
2026-01-02T12:00,Sudeste,1614,1670,4,75
2026-01-02T12:00,Sul,1038,1070,2,55
2026-01-02T13:00,Norte,968,967,3,65
2026-01-02T13:00,Nordeste,1171,1167,5,90
2026-01-02T13:00,Sudeste,1646,1667,4,75
2026-01-02T13:00,Sul,1069,1067,2,55
2026-01-02T14:00,Norte,937,960,3,65
2026-01-02T14:00,Nordeste,1173,1160,5,90
2026-01-02T14:00,Sudeste,1634,1660,4,75
2026-01-02T14:00,Sul,1014,1060,2,55
2026-01-02T15:00,Norte,901,949,3,65
2026-01-02T15:00,Nordeste,1129,1149,5,90
2026-01-02T15:00,Sudeste,1629,1649,4,75
2026-01-02T15:00,Sul,1028,1049,2,55
2026-01-02T16:00,Norte,943,934,3,65
2026-01-02T16:00,Nordeste,1102,1134,5,90
2026-01-02T16:00,Sudeste,1605,1634,4,75
2026-01-02T16:00,Sul,1029,1034,2,55
2026-01-02T17:00,Norte,882,918,3,65
2026-01-02T17:00,Nordeste,1067,1118,5,90
2026-01-02T17:00,Sudeste,1590,1618,4,75
2026-01-02T17:00,Sul,955,1018,2,55
2026-01-02T18:00,Norte,858,900,3,65
2026-01-02T18:00,Nordeste,1032,1100,5,90
2026-01-02T18:00,Sudeste,1569,1600,4,75
2026-01-02T18:00,Sul,923,1000,2,55
2026-01-02T19:00,Norte,848,900,3,65
2026-01-02T19:00,Nordeste,1034,1100,5,90
2026-01-02T19:00,Sudeste,1496,1600,4,75
2026-01-02T19:00,Sul,940,1000,2,55
2026-01-02T20:00,Norte,778,900,3,65
2026-01-02T20:00,Nordeste,973,1100,5,90
2026-01-02T20:00,Sudeste,1495,1600,4,75
2026-01-02T20:00,Sul,889,1000,2,55
2026-01-02T21:00,Norte,781,900,3,65
2026-01-02T21:00,Nordeste,961,1100,5,90
2026-01-02T21:00,Sudeste,1474,1600,4,75
2026-01-02T21:00,Sul,888,1000,2,55
2026-01-02T22:00,Norte,721,900,3,65
2026-01-02T22:00,Nordeste,928,1100,5,90
2026-01-02T22:00,Sudeste,1437,1600,4,75
2026-01-02T22:00,Sul,844,1000,2,55
2026-01-02T23:00,Norte,736,900,3,65
2026-01-02T23:00,Nordeste,882,1100,5,90
2026-01-02T23:00,Sudeste,1408,1600,4,75
2026-01-02T23:00,Sul,797,1000,2,55
2026-01-03T00:00,Norte,665,900,3,65
2026-01-03T00:00,Nordeste,910,1100,5,90
2026-01-03T00:00,Sudeste,1376,1600,4,75
2026-01-03T00:00,Sul,794,1000,2,55
2026-01-03T01:00,Norte,662,900,3,65
2026-01-03T01:00,Nordeste,876,1100,5,90
2026-01-03T01:00,Sudeste,1414,1600,4,75
2026-01-03T01:00,Sul,815,1000,2,55
2026-01-03T02:00,Norte,711,900,3,65
2026-01-03T02:00,Nordeste,909,1100,5,90
2026-01-03T02:00,Sudeste,1387,1600,4,75
2026-01-03T02:00,Sul,760,1000,2,55
2026-01-03T03:00,Norte,700,900,3,65
2026-01-03T03:00,Nordeste,893,1100,5,90
2026-01-03T03:00,Sudeste,1374,1600,4,75
2026-01-03T03:00,Sul,805,1000,2,55
2026-01-03T04:00,Norte,708,900,3,65
2026-01-03T04:00,Nordeste,944,1100,5,90
2026-01-03T04:00,Sudeste,1442,1600,4,75
2026-01-03T04:00,Sul,822,1000,2,55
2026-01-03T05:00,Norte,791,900,3,65
2026-01-03T05:00,Nordeste,927,1100,5,90
2026-01-03T05:00,Sudeste,1446,1600,4,75
2026-01-03T05:00,Sul,841,1000,2,55
2026-01-03T06:00,Norte,794,900,3,65
2026-01-03T06:00,Nordeste,1012,1100,5,90
2026-01-03T06:00,Sudeste,1519,1600,4,75
2026-01-03T06:00,Sul,908,1000,2,55
2026-01-03T07:00,Norte,788,918,3,65
2026-01-03T07:00,Nordeste,995,1118,5,90
2026-01-03T07:00,Sudeste,1489,1618,4,75
2026-01-03T07:00,Sul,899,1018,2,55
2026-01-03T08:00,Norte,880,934,3,65
2026-01-03T08:00,Nordeste,1050,1134,5,90
2026-01-03T08:00,Sudeste,1535,1634,4,75
2026-01-03T08:00,Sul,923,1034,2,55
2026-01-03T09:00,Norte,895,949,3,65
2026-01-03T09:00,Nordeste,1059,1149,5,90
2026-01-03T09:00,Sudeste,1615,1649,4,75
2026-01-03T09:00,Sul,950,1049,2,55
2026-01-03T10:00,Norte,914,960,3,65
2026-01-03T10:00,Nordeste,1120,1160,5,90
2026-01-03T10:00,Sudeste,1585,1660,4,75
2026-01-03T10:00,Sul,986,1060,2,55
2026-01-03T11:00,Norte,966,967,3,65
2026-01-03T11:00,Nordeste,1155,1167,5,90
2026-01-03T11:00,Sudeste,1645,1667,4,75
2026-01-03T11:00,Sul,1023,1067,2,55
2026-01-03T12:00,Norte,949,970,3,65
2026-01-03T12:00,Nordeste,1159,1170,5,90
2026-01-03T12:00,Sudeste,1639,1670,4,75
2026-01-03T12:00,Sul,1072,1070,2,55
2026-01-03T13:00,Norte,966,967,3,65
2026-01-03T13:00,Nordeste,1127,1167,5,90
2026-01-03T13:00,Sudeste,1624,1667,4,75
2026-01-03T13:00,Sul,1029,1067,2,55
2026-01-03T14:00,Norte,956,960,3,65
2026-01-03T14:00,Nordeste,1175,1160,5,90
2026-01-03T14:00,Sudeste,1665,1660,4,75
2026-01-03T14:00,Sul,1063,1060,2,55
2026-01-03T15:00,Norte,953,949,3,65
2026-01-03T15:00,Nordeste,1105,1149,5,90
2026-01-03T15:00,Sudeste,1622,1649,4,75
2026-01-03T15:00,Sul,1035,1049,2,55
2026-01-03T16:00,Norte,937,934,3,65
2026-01-03T16:00,Nordeste,1130,1134,5,90
2026-01-03T16:00,Sudeste,1591,1634,4,75
2026-01-03T16:00,Sul,997,1034,2,55
2026-01-03T17:00,Norte,896,918,3,65
2026-01-03T17:00,Nordeste,1069,1118,5,90
2026-01-03T17:00,Sudeste,1571,1618,4,75
2026-01-03T17:00,Sul,968,1018,2,55
2026-01-03T18:00,Norte,859,900,3,65
2026-01-03T18:00,Nordeste,1081,1100,5,90
2026-01-03T18:00,Sudeste,1561,1600,4,75
2026-01-03T18:00,Sul,951,1000,2,55
2026-01-03T19:00,Norte,854,900,3,65
2026-01-03T19:00,Nordeste,985,1100,5,90
2026-01-03T19:00,Sudeste,1506,1600,4,75
2026-01-03T19:00,Sul,885,1000,2,55
2026-01-03T20:00,Norte,791,900,3,65
2026-01-03T20:00,Nordeste,967,1100,5,90
2026-01-03T20:00,Sudeste,1521,1600,4,75
2026-01-03T20:00,Sul,866,1000,2,55
2026-01-03T21:00,Norte,783,900,3,65
2026-01-03T21:00,Nordeste,982,1100,5,90
2026-01-03T21:00,Sudeste,1488,1600,4,75
2026-01-03T21:00,Sul,830,1000,2,55
2026-01-03T22:00,Norte,760,900,3,65
2026-01-03T22:00,Nordeste,925,1100,5,90
2026-01-03T22:00,Sudeste,1446,1600,4,75
2026-01-03T22:00,Sul,831,1000,2,55
2026-01-03T23:00,Norte,718,900,3,65
2026-01-03T23:00,Nordeste,902,1100,5,90
2026-01-03T23:00,Sudeste,1396,1600,4,75
2026-01-03T23:00,Sul,773,1000,2,55
2026-01-04T00:00,Norte,666,900,3,65
2026-01-04T00:00,Nordeste,900,1100,5,90
2026-01-04T00:00,Sudeste,1429,1600,4,75
2026-01-04T00:00,Sul,819,1000,2,55
2026-01-04T01:00,Norte,694,900,3,65
2026-01-04T01:00,Nordeste,919,1100,5,90
2026-01-04T01:00,Sudeste,1411,1600,4,75
2026-01-04T01:00,Sul,811,1000,2,55
2026-01-04T02:00,Norte,710,900,3,65
2026-01-04T02:00,Nordeste,878,1100,5,90
2026-01-04T02:00,Sudeste,1392,1600,4,75
2026-01-04T02:00,Sul,806,1000,2,55
2026-01-04T03:00,Norte,716,900,3,65
2026-01-04T03:00,Nordeste,890,1100,5,90
2026-01-04T03:00,Sudeste,1428,1600,4,75
2026-01-04T03:00,Sul,783,1000,2,55
2026-01-04T04:00,Norte,712,900,3,65
2026-01-04T04:00,Nordeste,916,1100,5,90
2026-01-04T04:00,Sudeste,1430,1600,4,75
2026-01-04T04:00,Sul,841,1000,2,55
2026-01-04T05:00,Norte,746,900,3,65
2026-01-04T05:00,Nordeste,965,1100,5,90
2026-01-04T05:00,Sudeste,1432,1600,4,75
2026-01-04T05:00,Sul,830,1000,2,55
2026-01-04T06:00,Norte,803,900,3,65
2026-01-04T06:00,Nordeste,974,1100,5,90
2026-01-04T06:00,Sudeste,1494,1600,4,75
2026-01-04T06:00,Sul,899,1000,2,55
2026-01-04T07:00,Norte,826,918,3,65
2026-01-04T07:00,Nordeste,1007,1118,5,90
2026-01-04T07:00,Sudeste,1523,1618,4,75
2026-01-04T07:00,Sul,887,1018,2,55
2026-01-04T08:00,Norte,820,934,3,65
2026-01-04T08:00,Nordeste,1085,1134,5,90
2026-01-04T08:00,Sudeste,1529,1634,4,75
2026-01-04T08:00,Sul,963,1034,2,55
2026-01-04T09:00,Norte,861,949,3,65
2026-01-04T09:00,Nordeste,1069,1149,5,90
2026-01-04T09:00,Sudeste,1572,1649,4,75
2026-01-04T09:00,Sul,1012,1049,2,55
2026-01-04T10:00,Norte,885,960,3,65
2026-01-04T10:00,Nordeste,1090,1160,5,90
2026-01-04T10:00,Sudeste,1598,1660,4,75
2026-01-04T10:00,Sul,1037,1060,2,55
2026-01-04T11:00,Norte,925,967,3,65
2026-01-04T11:00,Nordeste,1135,1167,5,90
2026-01-04T11:00,Sudeste,1648,1667,4,75
2026-01-04T11:00,Sul,1027,1067,2,55
2026-01-04T12:00,Norte,972,970,3,65
2026-01-04T12:00,Nordeste,1138,1170,5,90
2026-01-04T12:00,Sudeste,1649,1670,4,75
2026-01-04T12:00,Sul,1057,1070,2,55
2026-01-04T13:00,Norte,944,967,3,65
2026-01-04T13:00,Nordeste,1156,1167,5,90
2026-01-04T13:00,Sudeste,1683,1667,4,75
2026-01-04T13:00,Sul,1082,1067,2,55
2026-01-04T14:00,Norte,967,960,3,65
2026-01-04T14:00,Nordeste,1161,1160,5,90
2026-01-04T14:00,Sudeste,1674,1660,4,75
2026-01-04T14:00,Sul,1061,1060,2,55
2026-01-04T15:00,Norte,937,949,3,65
2026-01-04T15:00,Nordeste,1133,1149,5,90
2026-01-04T15:00,Sudeste,1653,1649,4,75
2026-01-04T15:00,Sul,1049,1049,2,55
2026-01-04T16:00,Norte,877,934,3,65
2026-01-04T16:00,Nordeste,1108,1134,5,90
2026-01-04T16:00,Sudeste,1599,1634,4,75
2026-01-04T16:00,Sul,1045,1034,2,55
2026-01-04T17:00,Norte,907,918,3,65
2026-01-04T17:00,Nordeste,1095,1118,5,90
2026-01-04T17:00,Sudeste,1600,1618,4,75
2026-01-04T17:00,Sul,998,1018,2,55
2026-01-04T18:00,Norte,821,900,3,65
2026-01-04T18:00,Nordeste,1037,1100,5,90
2026-01-04T18:00,Sudeste,1583,1600,4,75
2026-01-04T18:00,Sul,926,1000,2,55
2026-01-04T19:00,Norte,843,900,3,65
2026-01-04T19:00,Nordeste,1029,1100,5,90
2026-01-04T19:00,Sudeste,1524,1600,4,75
2026-01-04T19:00,Sul,896,1000,2,55
2026-01-04T20:00,Norte,785,900,3,65
2026-01-04T20:00,Nordeste,1013,1100,5,90
2026-01-04T20:00,Sudeste,1480,1600,4,75
2026-01-04T20:00,Sul,913,1000,2,55
2026-01-04T21:00,Norte,729,900,3,65
2026-01-04T21:00,Nordeste,940,1100,5,90
2026-01-04T21:00,Sudeste,1451,1600,4,75
2026-01-04T21:00,Sul,829,1000,2,55
2026-01-04T22:00,Norte,732,900,3,65
2026-01-04T22:00,Nordeste,910,1100,5,90
2026-01-04T22:00,Sudeste,1400,1600,4,75
2026-01-04T22:00,Sul,814,1000,2,55
2026-01-04T23:00,Norte,723,900,3,65
2026-01-04T23:00,Nordeste,943,1100,5,90
2026-01-04T23:00,Sudeste,1441,1600,4,75
2026-01-04T23:00,Sul,806,1000,2,55
2026-01-05T00:00,Norte,662,900,3,65
2026-01-05T00:00,Nordeste,927,1100,5,90
2026-01-05T00:00,Sudeste,1391,1600,4,75
2026-01-05T00:00,Sul,780,1000,2,55
2026-01-05T01:00,Norte,667,900,3,65
2026-01-05T01:00,Nordeste,881,1100,5,90
2026-01-05T01:00,Sudeste,1359,1600,4,75
2026-01-05T01:00,Sul,795,1000,2,55
2026-01-05T02:00,Norte,670,900,3,65
2026-01-05T02:00,Nordeste,875,1100,5,90
2026-01-05T02:00,Sudeste,1394,1600,4,75
2026-01-05T02:00,Sul,767,1000,2,55
2026-01-05T03:00,Norte,709,900,3,65
2026-01-05T03:00,Nordeste,895,1100,5,90
2026-01-05T03:00,Sudeste,1392,1600,4,75
2026-01-05T03:00,Sul,826,1000,2,55
2026-01-05T04:00,Norte,710,900,3,65
2026-01-05T04:00,Nordeste,904,1100,5,90
2026-01-05T04:00,Sudeste,1440,1600,4,75
2026-01-05T04:00,Sul,794,1000,2,55
2026-01-05T05:00,Norte,791,900,3,65
2026-01-05T05:00,Nordeste,940,1100,5,90
2026-01-05T05:00,Sudeste,1485,1600,4,75
2026-01-05T05:00,Sul,873,1000,2,55
2026-01-05T06:00,Norte,771,900,3,65
2026-01-05T06:00,Nordeste,979,1100,5,90
2026-01-05T06:00,Sudeste,1490,1600,4,75
2026-01-05T06:00,Sul,913,1000,2,55
2026-01-05T07:00,Norte,849,918,3,65
2026-01-05T07:00,Nordeste,993,1118,5,90
2026-01-05T07:00,Sudeste,1533,1618,4,75
2026-01-05T07:00,Sul,906,1018,2,55
2026-01-05T08:00,Norte,838,934,3,65
2026-01-05T08:00,Nordeste,1050,1134,5,90
2026-01-05T08:00,Sudeste,1583,1634,4,75
2026-01-05T08:00,Sul,968,1034,2,55
2026-01-05T09:00,Norte,917,949,3,65
2026-01-05T09:00,Nordeste,1087,1149,5,90
2026-01-05T09:00,Sudeste,1600,1649,4,75
2026-01-05T09:00,Sul,991,1049,2,55
2026-01-05T10:00,Norte,897,960,3,65
2026-01-05T10:00,Nordeste,1125,1160,5,90
2026-01-05T10:00,Sudeste,1583,1660,4,75
2026-01-05T10:00,Sul,1030,1060,2,55
2026-01-05T11:00,Norte,900,967,3,65
2026-01-05T11:00,Nordeste,1132,1167,5,90
2026-01-05T11:00,Sudeste,1599,1667,4,75
2026-01-05T11:00,Sul,1035,1067,2,55
2026-01-05T12:00,Norte,929,970,3,65
2026-01-05T12:00,Nordeste,1120,1170,5,90
2026-01-05T12:00,Sudeste,1630,1670,4,75
2026-01-05T12:00,Sul,1024,1070,2,55
2026-01-05T13:00,Norte,916,967,3,65
2026-01-05T13:00,Nordeste,1144,1167,5,90
2026-01-05T13:00,Sudeste,1644,1667,4,75
2026-01-05T13:00,Sul,1085,1067,2,55
2026-01-05T14:00,Norte,911,960,3,65
2026-01-05T14:00,Nordeste,1171,1160,5,90
2026-01-05T14:00,Sudeste,1678,1660,4,75
2026-01-05T14:00,Sul,1033,1060,2,55
2026-01-05T15:00,Norte,954,949,3,65
2026-01-05T15:00,Nordeste,1145,1149,5,90
2026-01-05T15:00,Sudeste,1640,1649,4,75
2026-01-05T15:00,Sul,1019,1049,2,55
2026-01-05T16:00,Norte,943,934,3,65
2026-01-05T16:00,Nordeste,1100,1134,5,90
2026-01-05T16:00,Sudeste,1589,1634,4,75
2026-01-05T16:00,Sul,1036,1034,2,55
2026-01-05T17:00,Norte,894,918,3,65
2026-01-05T17:00,Nordeste,1088,1118,5,90
2026-01-05T17:00,Sudeste,1601,1618,4,75
2026-01-05T17:00,Sul,953,1018,2,55
2026-01-05T18:00,Norte,845,900,3,65
2026-01-05T18:00,Nordeste,1050,1100,5,90
2026-01-05T18:00,Sudeste,1557,1600,4,75
2026-01-05T18:00,Sul,979,1000,2,55
2026-01-05T19:00,Norte,828,900,3,65
2026-01-05T19:00,Nordeste,995,1100,5,90
2026-01-05T19:00,Sudeste,1515,1600,4,75
2026-01-05T19:00,Sul,925,1000,2,55
2026-01-05T20:00,Norte,765,900,3,65
2026-01-05T20:00,Nordeste,956,1100,5,90
2026-01-05T20:00,Sudeste,1493,1600,4,75
2026-01-05T20:00,Sul,919,1000,2,55
2026-01-05T21:00,Norte,781,900,3,65
2026-01-05T21:00,Nordeste,966,1100,5,90
2026-01-05T21:00,Sudeste,1431,1600,4,75
2026-01-05T21:00,Sul,843,1000,2,55
2026-01-05T22:00,Norte,699,900,3,65
2026-01-05T22:00,Nordeste,957,1100,5,90
2026-01-05T22:00,Sudeste,1460,1600,4,75
2026-01-05T22:00,Sul,863,1000,2,55
2026-01-05T23:00,Norte,704,900,3,65
2026-01-05T23:00,Nordeste,877,1100,5,90
2026-01-05T23:00,Sudeste,1398,1600,4,75
2026-01-05T23:00,Sul,782,1000,2,55
2026-01-06T00:00,Norte,703,900,3,65
2026-01-06T00:00,Nordeste,877,1100,5,90
2026-01-06T00:00,Sudeste,1399,1600,4,75
2026-01-06T00:00,Sul,774,1000,2,55
2026-01-06T01:00,Norte,719,900,3,65
2026-01-06T01:00,Nordeste,920,1100,5,90
2026-01-06T01:00,Sudeste,1355,1600,4,75
2026-01-06T01:00,Sul,764,1000,2,55
2026-01-06T02:00,Norte,688,900,3,65
2026-01-06T02:00,Nordeste,895,1100,5,90
2026-01-06T02:00,Sudeste,1362,1600,4,75
2026-01-06T02:00,Sul,764,1000,2,55
2026-01-06T03:00,Norte,674,900,3,65
2026-01-06T03:00,Nordeste,934,1100,5,90
2026-01-06T03:00,Sudeste,1391,1600,4,75
2026-01-06T03:00,Sul,800,1000,2,55
2026-01-06T04:00,Norte,740,900,3,65
2026-01-06T04:00,Nordeste,925,1100,5,90
2026-01-06T04:00,Sudeste,1438,1600,4,75
2026-01-06T04:00,Sul,832,1000,2,55
2026-01-06T05:00,Norte,770,900,3,65
2026-01-06T05:00,Nordeste,972,1100,5,90
2026-01-06T05:00,Sudeste,1425,1600,4,75
2026-01-06T05:00,Sul,843,1000,2,55
2026-01-06T06:00,Norte,804,900,3,65
2026-01-06T06:00,Nordeste,1015,1100,5,90
2026-01-06T06:00,Sudeste,1460,1600,4,75
2026-01-06T06:00,Sul,917,1000,2,55
2026-01-06T07:00,Norte,850,918,3,65
2026-01-06T07:00,Nordeste,1023,1118,5,90
2026-01-06T07:00,Sudeste,1521,1618,4,75
2026-01-06T07:00,Sul,911,1018,2,55
2026-01-06T08:00,Norte,873,934,3,65
2026-01-06T08:00,Nordeste,1059,1134,5,90
2026-01-06T08:00,Sudeste,1540,1634,4,75
2026-01-06T08:00,Sul,945,1034,2,55
2026-01-06T09:00,Norte,851,949,3,65
2026-01-06T09:00,Nordeste,1110,1149,5,90
2026-01-06T09:00,Sudeste,1604,1649,4,75
2026-01-06T09:00,Sul,984,1049,2,55
2026-01-06T10:00,Norte,918,960,3,65
2026-01-06T10:00,Nordeste,1128,1160,5,90
2026-01-06T10:00,Sudeste,1628,1660,4,75
2026-01-06T10:00,Sul,1017,1060,2,55
2026-01-06T11:00,Norte,923,967,3,65
2026-01-06T11:00,Nordeste,1129,1167,5,90
2026-01-06T11:00,Sudeste,1632,1667,4,75
2026-01-06T11:00,Sul,1062,1067,2,55
2026-01-06T12:00,Norte,921,970,3,65
2026-01-06T12:00,Nordeste,1113,1170,5,90
2026-01-06T12:00,Sudeste,1661,1670,4,75
2026-01-06T12:00,Sul,1043,1070,2,55
2026-01-06T13:00,Norte,951,967,3,65
2026-01-06T13:00,Nordeste,1131,1167,5,90
2026-01-06T13:00,Sudeste,1655,1667,4,75
2026-01-06T13:00,Sul,1026,1067,2,55
2026-01-06T14:00,Norte,931,960,3,65
2026-01-06T14:00,Nordeste,1121,1160,5,90
2026-01-06T14:00,Sudeste,1637,1660,4,75
2026-01-06T14:00,Sul,1042,1060,2,55
2026-01-06T15:00,Norte,924,949,3,65
2026-01-06T15:00,Nordeste,1160,1149,5,90
2026-01-06T15:00,Sudeste,1611,1649,4,75
2026-01-06T15:00,Sul,1040,1049,2,55
2026-01-06T16:00,Norte,877,934,3,65
2026-01-06T16:00,Nordeste,1134,1134,5,90
2026-01-06T16:00,Sudeste,1602,1634,4,75
2026-01-06T16:00,Sul,997,1034,2,55
2026-01-06T17:00,Norte,860,918,3,65
2026-01-06T17:00,Nordeste,1080,1118,5,90
2026-01-06T17:00,Sudeste,1615,1618,4,75
2026-01-06T17:00,Sul,961,1018,2,55
2026-01-06T18:00,Norte,832,900,3,65
